Unnamed: 0,Confirmed,Cured,Dead,State,time,date
15,223,113,3,Jharkhand,08:00,19 May 2020
16,1246,530,37,Karnataka,08:00,19 May 2020
17,630,497,4,Kerala,08:00,19 May 2020
18,43,41,0,Ladakh,08:00,19 May 2020
19,0,0,0,Lakshadweep,08:00,19 May 2020
24,5236,2435,252,Madhya Pradesh,08:00,19 May 2020
20,35058,8437,1249,Maharashtra,08:00,19 May 2020
21,7,2,0,Manipur,08:00,19 May 2020
22,13,11,1,Meghalaya,08:00,19 May 2020
23,1,1,0,Mizoram,08:00,19 May 2020
25,0,0,0,Nagaland,08:00,19 May 2020
26,876,220,4,Odisha,08:00,19 May 2020
27,18,9,1,Puducherry,08:00,19 May 2020
28,1980,1547,37,Punjab,08:00,19 May 2020
29,5507,3218,138,Rajasthan,08:00,19 May 2020
30,0,0,0,Sikkim,08:00,19 May 2020
31,11760,4406,81,Tamil Nadu,08:00,19 May 2020
32,1597,1000,35,Telangana,08:00,19 May 2020
33,167,85,0,Tripura,08:00,19 May 2020
34,4605,2783,118,Uttar Pradesh,08:00,19 May 2020
35,93,52,1,Uttarakhand,08:00,19 May 2020
36,2825,1006,244,West Bengal,08:00,19 May 2020
0,33,33,0,Andaman and Nicobar,08:00,20 May 2020
1,2532,1621,52,Andhra Pradesh,08:00,20 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,20 May 2020
3,142,41,4,Assam,08:00,20 May 2020
4,1498,534,9,Bihar,08:00,20 May 2020
5,200,57,3,Chandigarh,08:00,20 May 2020
6,101,59,0,Chhattisgarh,08:00,20 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,20 May 2020
8,0,0,0,Daman and Diu,08:00,20 May 2020
9,10554,4750,168,NCT of Delhi,08:00,20 May 2020
10,46,7,0,Goa,08:00,20 May 2020
11,12140,5043,719,Gujarat,08:00,20 May 2020
12,964,627,14,Haryana,08:00,20 May 2020
13,92,47,3,Himachal Pradesh,08:00,20 May 2020
14,1317,653,17,Jammu and Kashmir,08:00,20 May 2020
15,231,127,3,Jharkhand,08:00,20 May 2020
16,1397,544,40,Karnataka,08:00,20 May 2020
17,642,497,4,Kerala,08:00,20 May 2020
18,43,43,0,Ladakh,08:00,20 May 2020
19,0,0,0,Lakshadweep,08:00,20 May 2020
24,5465,2630,258,Madhya Pradesh,08:00,20 May 2020
20,37136,9639,1325,Maharashtra,08:00,20 May 2020
21,9,2,0,Manipur,08:00,20 May 2020
22,13,12,1,Meghalaya,08:00,20 May 2020
23,1,1,0,Mizoram,08:00,20 May 2020
25,0,0,0,Nagaland,08:00,20 May 2020
26,978,277,5,Odisha,08:00,20 May 2020
27,18,9,1,Puducherry,08:00,20 May 2020
28,2002,1642,38,Punjab,08:00,20 May 2020
29,5845,3337,143,Rajasthan,08:00,20 May 2020
30,0,0,0,Sikkim,08:00,20 May 2020
31,12448,4895,84,Tamil Nadu,08:00,20 May 2020
32,1634,1010,38,Telangana,08:00,20 May 2020
33,173,116,0,Tripura,08:00,20 May 2020
34,4926,2918,123,Uttar Pradesh,08:00,20 May 2020
35,111,52,1,Uttarakhand,08:00,20 May 2020
36,2961,1074,250,West Bengal,08:00,20 May 2020
0,33,33,0,Andaman and Nicobar,08:00,21 May 2020
1,2602,1640,53,Andhra Pradesh,08:00,21 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,21 May 2020
3,170,48,4,Assam,08:00,21 May 2020
4,1674,571,10,Bihar,08:00,21 May 2020
5,202,57,3,Chandigarh,08:00,21 May 2020
6,115,59,0,Chhattisgarh,08:00,21 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,21 May 2020
8,0,0,0,Daman and Diu,08:00,21 May 2020
9,11088,5192,176,NCT of Delhi,08:00,21 May 2020
10,50,7,0,Goa,08:00,21 May 2020
11,12537,5219,749,Gujarat,08:00,21 May 2020
12,993,648,14,Haryana,08:00,21 May 2020
13,110,54,3,Himachal Pradesh,08:00,21 May 2020
14,1390,678,18,Jammu and Kashmir,08:00,21 May 2020
15,231,127,3,Jharkhand,08:00,21 May 2020
16,1462,556,41,Karnataka,08:00,21 May 2020
17,666,502,4,Kerala,08:00,21 May 2020
18,44,43,0,Ladakh,08:00,21 May 2020
19,0,0,0,Lakshadweep,08:00,21 May 2020
24,5735,2733,267,Madhya Pradesh,08:00,21 May 2020
20,39297,10318,1390,Maharashtra,08:00,21 May 2020
21,25,2,0,Manipur,08:00,21 May 2020
22,14,12,1,Meghalaya,08:00,21 May 2020
23,1,1,0,Mizoram,08:00,21 May 2020
25,0,0,0,Nagaland,08:00,21 May 2020
26,1052,307,6,Odisha,08:00,21 May 2020
27,18,9,0,Puducherry,08:00,21 May 2020
28,2005,1794,38,Punjab,08:00,21 May 2020
29,6015,3404,147,Rajasthan,08:00,21 May 2020
30,0,0,0,Sikkim,08:00,21 May 2020
31,13191,5882,87,Tamil Nadu,08:00,21 May 2020
32,1661,1015,40,Telangana,08:00,21 May 2020
33,173,133,0,Tripura,08:00,21 May 2020
34,5175,3066,127,Uttar Pradesh,08:00,21 May 2020
35,122,53,1,Uttarakhand,08:00,21 May 2020
36,3103,1136,253,West Bengal,08:00,21 May 2020
0,33,33,0,Andaman and Nicobar,08:00,22 May 2020
1,2647,1709,53,Andhra Pradesh,08:00,22 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,22 May 2020
3,203,54,4,Assam,08:00,22 May 2020
4,1982,593,11,Bihar,08:00,22 May 2020
5,217,139,3,Chandigarh,08:00,22 May 2020
6,128,59,0,Chhattisgarh,08:00,22 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,22 May 2020
8,0,0,0,Daman and Diu,08:00,22 May 2020
9,11659,5567,194,NCT of Delhi,08:00,22 May 2020
10,52,7,0,Goa,08:00,22 May 2020
11,12905,5488,773,Gujarat,08:00,22 May 2020
12,1031,681,15,Haryana,08:00,22 May 2020
13,152,59,3,Himachal Pradesh,08:00,22 May 2020
14,1449,684,20,Jammu and Kashmir,08:00,22 May 2020
15,290,129,3,Jharkhand,08:00,22 May 2020
16,1605,571,41,Karnataka,08:00,22 May 2020
17,690,510,4,Kerala,08:00,22 May 2020
18,44,43,0,Ladakh,08:00,22 May 2020
19,0,0,0,Lakshadweep,08:00,22 May 2020
24,5981,2843,270,Madhya Pradesh,08:00,22 May 2020
20,41642,11726,1454,Maharashtra,08:00,22 May 2020
21,25,2,0,Manipur,08:00,22 May 2020
22,14,12,1,Meghalaya,08:00,22 May 2020
23,1,1,0,Mizoram,08:00,22 May 2020
25,0,0,0,Nagaland,08:00,22 May 2020
26,1103,393,7,Odisha,08:00,22 May 2020
27,20,10,0,Puducherry,08:00,22 May 2020
28,2028,1819,39,Punjab,08:00,22 May 2020
29,6227,3485,151,Rajasthan,08:00,22 May 2020
30,0,0,0,Sikkim,08:00,22 May 2020
31,13967,6282,94,Tamil Nadu,08:00,22 May 2020
32,1699,1035,45,Telangana,08:00,22 May 2020
33,173,148,0,Tripura,08:00,22 May 2020
34,5515,3204,138,Uttar Pradesh,08:00,22 May 2020
35,146,54,1,Uttarakhand,08:00,22 May 2020
36,3197,1193,259,West Bengal,08:00,22 May 2020
0,33,33,0,Andaman and Nicobar,08:00,23 May 2020
1,2709,1763,55,Andhra Pradesh,08:00,23 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,23 May 2020
3,259,54,4,Assam,08:00,23 May 2020
4,2177,629,11,Bihar,08:00,23 May 2020
5,218,178,3,Chandigarh,08:00,23 May 2020
6,172,62,0,Chhattisgarh,08:00,23 May 2020
7,1,0,0,Dadra and Nagar Haveli,08:00,23 May 2020
8,0,0,0,Daman and Diu,08:00,23 May 2020
9,12319,5897,208,NCT of Delhi,08:00,23 May 2020
10,54,16,0,Goa,08:00,23 May 2020
11,13268,5880,802,Gujarat,08:00,23 May 2020
12,1067,706,16,Haryana,08:00,23 May 2020
13,168,59,3,Himachal Pradesh,08:00,23 May 2020
14,1489,720,20,Jammu and Kashmir,08:00,23 May 2020
15,308,136,3,Jharkhand,08:00,23 May 2020
16,1743,597,41,Karnataka,08:00,23 May 2020
17,732,512,4,Kerala,08:00,23 May 2020
18,44,43,0,Ladakh,08:00,23 May 2020
19,0,0,0,Lakshadweep,08:00,23 May 2020
24,6170,3089,272,Madhya Pradesh,08:00,23 May 2020
20,44582,12583,1517,Maharashtra,08:00,23 May 2020
21,26,2,0,Manipur,08:00,23 May 2020
22,14,12,1,Meghalaya,08:00,23 May 2020
23,1,1,0,Mizoram,08:00,23 May 2020
25,0,0,0,Nagaland,08:00,23 May 2020
26,1189,436,7,Odisha,08:00,23 May 2020
27,26,10,0,Puducherry,08:00,23 May 2020
28,2029,1847,39,Punjab,08:00,23 May 2020
29,6494,3680,153,Rajasthan,08:00,23 May 2020
30,0,0,0,Sikkim,08:00,23 May 2020
31,14753,7128,98,Tamil Nadu,08:00,23 May 2020
32,1761,1043,45,Telangana,08:00,23 May 2020
33,175,152,0,Tripura,08:00,23 May 2020
34,5735,3238,152,Uttar Pradesh,08:00,23 May 2020
35,153,56,1,Uttarakhand,08:00,23 May 2020
36,3332,1221,265,West Bengal,08:00,23 May 2020
0,33,33,0,Andaman and Nicobar,08:00,24 May 2020
1,2757,1809,56,Andhra Pradesh,08:00,24 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,24 May 2020
3,329,55,4,Assam,08:00,24 May 2020
4,2380,653,11,Bihar,08:00,24 May 2020
5,225,179,3,Chandigarh,08:00,24 May 2020
6,214,64,0,Chhattisgarh,08:00,24 May 2020
7,2,0,0,Dadra and Nagar Haveli,08:00,24 May 2020
8,0,0,0,Daman and Diu,08:00,24 May 2020
9,12910,6267,231,NCT of Delhi,08:00,24 May 2020
10,55,16,0,Goa,08:00,24 May 2020
11,13664,6169,829,Gujarat,08:00,24 May 2020
12,1131,750,16,Haryana,08:00,24 May 2020
13,185,61,3,Himachal Pradesh,08:00,24 May 2020
14,1569,774,21,Jammu and Kashmir,08:00,24 May 2020
15,350,141,4,Jharkhand,08:00,24 May 2020
16,1959,608,42,Karnataka,08:00,24 May 2020
17,795,515,4,Kerala,08:00,24 May 2020
18,49,43,0,Ladakh,08:00,24 May 2020
19,0,0,0,Lakshadweep,08:00,24 May 2020
24,6371,3267,281,Madhya Pradesh,08:00,24 May 2020
20,47190,13404,1577,Maharashtra,08:00,24 May 2020
21,29,4,0,Manipur,08:00,24 May 2020
22,14,12,1,Meghalaya,08:00,24 May 2020
23,1,1,0,Mizoram,08:00,24 May 2020
25,0,0,0,Nagaland,08:00,24 May 2020
26,1269,497,7,Odisha,08:00,24 May 2020
27,26,10,0,Puducherry,08:00,24 May 2020
28,2045,1870,39,Punjab,08:00,24 May 2020
29,6742,3786,160,Rajasthan,08:00,24 May 2020
30,1,0,0,Sikkim,08:00,24 May 2020
31,15512,7491,103,Tamil Nadu,08:00,24 May 2020
32,1813,1065,49,Telangana,08:00,24 May 2020
33,189,153,0,Tripura,08:00,24 May 2020
34,6017,3406,155,Uttar Pradesh,08:00,24 May 2020
35,244,56,2,Uttarakhand,08:00,24 May 2020
36,3459,1281,269,West Bengal,08:00,24 May 2020
0,33,33,0,Andaman and Nicobar,08:00,25 May 2020
1,2823,1856,56,Andhra Pradesh,08:00,25 May 2020
2,1,1,0,Arunanchal Pradesh,08:00,25 May 2020
3,378,55,4,Assam,08:00,25 May 2020
4,2587,702,13,Bihar,08:00,25 May 2020
5,238,186,3,Chandigarh,08:00,25 May 2020
6,252,67,0,Chhattisgarh,08:00,25 May 2020
7,2,0,0,Dadra and Nagar Haveli,08:00,25 May 2020
8,0,0,0,Daman and Diu,08:00,25 May 2020
9,13418,6540,261,NCT of Delhi,08:00,25 May 2020
10,66,19,0,Goa,08:00,25 May 2020
11,14056,6412,858,Gujarat,08:00,25 May 2020
12,1184,765,16,Haryana,08:00,25 May 2020
13,203,63,3,Himachal Pradesh,08:00,25 May 2020
14,1621,809,21,Jammu and Kashmir,08:00,25 May 2020
15,370,148,4,Jharkhand,08:00,25 May 2020
16,2089,654,42,Karnataka,08:00,25 May 2020
17,847,521,4,Kerala,08:00,25 May 2020
18,52,43,0,Ladakh,08:00,25 May 2020
19,0,0,0,Lakshadweep,08:00,25 May 2020
24,6665,3408,290,Madhya Pradesh,08:00,25 May 2020
20,50231,14600,1635,Maharashtra,08:00,25 May 2020
21,32,4,0,Manipur,08:00,25 May 2020
22,14,12,1,Meghalaya,08:00,25 May 2020
23,1,1,0,Mizoram,08:00,25 May 2020
25,0,0,0,Nagaland,08:00,25 May 2020
26,1336,550,7,Odisha,08:00,25 May 2020
27,41,12,0,Puducherry,08:00,25 May 2020
28,2060,1898,40,Punjab,08:00,25 May 2020
29,7028,3848,163,Rajasthan,08:00,25 May 2020
30,1,0,0,Sikkim,08:00,25 May 2020
31,16277,8324,111,Tamil Nadu,08:00,25 May 2020
32,1854,1090,53,Telangana,08:00,25 May 2020
33,191,165,0,Tripura,08:00,25 May 2020
34,6268,3538,161,Uttar Pradesh,08:00,25 May 2020
35,317,58,3,Uttarakhand,08:00,25 May 2020
36,3667,1339,272,West Bengal,08:00,25 May 2020
0,33,33,0,Andaman and Nicobar,08:00,26 May 2020
1,3110,1896,56,Andhra Pradesh,08:00,26 May 2020
2,2,1,0,Arunanchal Pradesh,08:00,26 May 2020
3,526,62,4,Assam,08:00,26 May 2020
4,2730,749,13,Bihar,08:00,26 May 2020
5,238,186,3,Chandigarh,08:00,26 May 2020
6,291,72,0,Chhattisgarh,08:00,26 May 2020
7,2,0,0,Dadra and Nagar Haveli,08:00,26 May 2020
8,0,0,0,Daman and Diu,08:00,26 May 2020
9,14053,6771,276,NCT of Delhi,08:00,26 May 2020
10,67,19,0,Goa,08:00,26 May 2020
11,14460,6636,888,Gujarat,08:00,26 May 2020
12,1184,765,16,Haryana,08:00,26 May 2020
13,223,67,5,Himachal Pradesh,08:00,26 May 2020
14,1668,809,23,Jammu and Kashmir,08:00,26 May 2020
15,377,148,4,Jharkhand,08:00,26 May 2020
16,2182,705,44,Karnataka,08:00,26 May 2020
17,896,532,5,Kerala,08:00,26 May 2020
18,52,43,0,Ladakh,08:00,26 May 2020
19,0,0,0,Lakshadweep,08:00,26 May 2020
24,6859,3571,300,Madhya Pradesh,08:00,26 May 2020
20,52667,15786,1695,Maharashtra,08:00,26 May 2020
21,39,4,0,Manipur,08:00,26 May 2020
22,14,12,1,Meghalaya,08:00,26 May 2020
23,1,1,0,Mizoram,08:00,26 May 2020
25,3,0,0,Nagaland,08:00,26 May 2020
26,1438,649,7,Odisha,08:00,26 May 2020
27,41,12,0,Puducherry,08:00,26 May 2020
28,2060,1898,40,Punjab,08:00,26 May 2020
29,7300,3951,167,Rajasthan,08:00,26 May 2020
30,1,0,0,Sikkim,08:00,26 May 2020
31,17082,8731,118,Tamil Nadu,08:00,26 May 2020
32,1920,1164,56,Telangana,08:00,26 May 2020
33,194,165,0,Tripura,08:00,26 May 2020
34,6532,3581,165,Uttar Pradesh,08:00,26 May 2020
35,349,58,3,Uttarakhand,08:00,26 May 2020
36,3816,1414,278,West Bengal,08:00,26 May 2020
0,33,33,0,Andaman and Nicobar,08:00,31 May 2020
1,3569,2289,60,Andhra Pradesh,08:00,31 May 2020
2,4,1,0,Arunanchal Pradesh,08:00,31 May 2020
3,1185,163,4,Assam,08:00,31 May 2020
4,3636,1618,20,Bihar,08:00,31 May 2020
5,289,189,4,Chandigarh,08:00,31 May 2020
6,447,102,1,Chhattisgarh,08:00,31 May 2020
7,2,0,0,Dadra and Nagar Haveli,08:00,31 May 2020
8,0,0,0,Daman and Diu,08:00,31 May 2020
9,18549,8075,416,NCT of Delhi,08:00,31 May 2020
10,70,41,0,Goa,08:00,31 May 2020
11,16343,9230,1007,Gujarat,08:00,31 May 2020
12,1923,971,20,Haryana,08:00,31 May 2020
13,313,111,5,Himachal Pradesh,08:00,31 May 2020
14,2341,908,28,Jammu and Kashmir,08:00,31 May 2020
15,563,256,5,Jharkhand,08:00,31 May 2020
16,2922,997,48,Karnataka,08:00,31 May 2020
17,1208,575,9,Kerala,08:00,31 May 2020
18,74,43,0,Ladakh,08:00,31 May 2020
19,0,0,0,Lakshadweep,08:00,31 May 2020
24,7891,4444,343,Madhya Pradesh,08:00,31 May 2020
20,65168,28081,2197,Maharashtra,08:00,31 May 2020
21,62,8,0,Manipur,08:00,31 May 2020
22,27,12,1,Meghalaya,08:00,31 May 2020
23,1,1,0,Mizoram,08:00,31 May 2020
25,36,0,0,Nagaland,08:00,31 May 2020
26,1819,1050,7,Odisha,08:00,31 May 2020
27,51,14,0,Puducherry,08:00,31 May 2020
28,2233,1967,44,Punjab,08:00,31 May 2020
29,8617,5739,193,Rajasthan,08:00,31 May 2020
30,1,0,0,Sikkim,08:00,31 May 2020
31,21184,12000,160,Tamil Nadu,08:00,31 May 2020
32,2499,1412,77,Telangana,08:00,31 May 2020
33,268,172,0,Tripura,08:00,31 May 2020
34,7445,4410,201,Uttar Pradesh,08:00,31 May 2020
35,749,102,5,Uttarakhand,08:00,31 May 2020
36,5130,1970,309,West Bengal,08:00,31 May 2020
0,33,33,0,Andaman and Nicobar,08:00,04 June 2020
1,4080,2466,68,Andhra Pradesh,08:00,04 June 2020
2,38,1,0,Arunanchal Pradesh,08:00,04 June 2020
3,1672,413,4,Assam,08:00,04 June 2020
4,4390,2077,25,Bihar,08:00,04 June 2020
5,301,214,5,Chandigarh,08:00,04 June 2020
6,668,188,2,Chhattisgarh,08:00,04 June 2020
7,8,1,0,Dadra and Nagar Haveli,08:00,04 June 2020
8,0,0,0,Daman and Diu,08:00,04 June 2020
9,23645,9542,606,NCT of Delhi,08:00,04 June 2020
10,79,57,0,Goa,08:00,04 June 2020
11,18100,12212,1122,Gujarat,08:00,04 June 2020
12,2954,1089,23,Haryana,08:00,04 June 2020
13,359,150,5,Himachal Pradesh,08:00,04 June 2020
14,2857,1007,34,Jammu and Kashmir,08:00,04 June 2020
15,752,321,5,Jharkhand,08:00,04 June 2020
16,4063,1514,53,Karnataka,08:00,04 June 2020
17,1494,651,11,Kerala,08:00,04 June 2020
18,90,48,1,Ladakh,08:00,04 June 2020
19,0,0,0,Lakshadweep,08:00,04 June 2020
24,8588,5445,371,Madhya Pradesh,08:00,04 June 2020
20,74860,32329,2587,Maharashtra,08:00,04 June 2020
21,118,38,0,Manipur,08:00,04 June 2020
22,33,13,1,Meghalaya,08:00,04 June 2020
23,14,1,0,Mizoram,08:00,04 June 2020
25,58,0,0,Nagaland,08:00,04 June 2020
26,2388,1416,7,Odisha,08:00,04 June 2020
27,82,25,0,Puducherry,08:00,04 June 2020
28,2376,2029,47,Punjab,08:00,04 June 2020
29,9652,6744,209,Rajasthan,08:00,04 June 2020
30,2,0,0,Sikkim,08:00,04 June 2020
31,25872,14316,208,Tamil Nadu,08:00,04 June 2020
32,3020,1556,99,Telangana,08:00,04 June 2020
33,468,173,0,Tripura,08:00,04 June 2020
34,8729,5176,229,Uttar Pradesh,08:00,04 June 2020
35,1085,282,8,Uttarakhand,08:00,04 June 2020
36,6508,2580,345,West Bengal,08:00,04 June 2020
0,33,33,0,Andaman and Nicobar,08:00,05 June 2020
1,4223,2539,71,Andhra Pradesh,08:00,05 June 2020
2,42,1,0,Arunanchal Pradesh,08:00,05 June 2020
3,1988,442,4,Assam,08:00,05 June 2020
4,4493,2210,29,Bihar,08:00,05 June 2020
5,301,214,5,Chandigarh,08:00,05 June 2020
6,756,213,2,Chhattisgarh,08:00,05 June 2020
7,12,1,0,Dadra and Nagar Haveli,08:00,05 June 2020
8,0,0,0,Daman and Diu,08:00,05 June 2020
9,25004,9898,650,NCT of Delhi,08:00,05 June 2020
10,166,57,0,Goa,08:00,05 June 2020
11,18584,12667,1155,Gujarat,08:00,05 June 2020
12,3281,2134,24,Haryana,08:00,05 June 2020
13,383,179,5,Himachal Pradesh,08:00,05 June 2020
14,3142,1048,35,Jammu and Kashmir,08:00,05 June 2020
15,793,354,6,Jharkhand,08:00,05 June 2020
16,4320,1610,57,Karnataka,08:00,05 June 2020
17,1588,690,14,Kerala,08:00,05 June 2020
18,90,48,1,Ladakh,08:00,05 June 2020
19,0,0,0,Lakshadweep,08:00,05 June 2020
24,8762,5637,377,Madhya Pradesh,08:00,05 June 2020
20,77793,33681,2710,Maharashtra,08:00,05 June 2020
21,124,38,0,Manipur,08:00,05 June 2020
22,33,13,1,Meghalaya,08:00,05 June 2020
23,17,1,0,Mizoram,08:00,05 June 2020
25,80,0,0,Nagaland,08:00,05 June 2020
26,2478,1416,7,Odisha,08:00,05 June 2020
27,82,25,0,Puducherry,08:00,05 June 2020
28,2415,2043,47,Punjab,08:00,05 June 2020
29,9862,7104,213,Rajasthan,08:00,05 June 2020
30,2,0,0,Sikkim,08:00,05 June 2020
31,27256,14902,220,Tamil Nadu,08:00,05 June 2020
32,3147,1587,105,Telangana,08:00,05 June 2020
33,644,173,0,Tripura,08:00,05 June 2020
34,9237,5439,245,Uttar Pradesh,08:00,05 June 2020
35,1153,297,10,Uttarakhand,08:00,05 June 2020
36,6876,2768,355,West Bengal,08:00,05 June 2020
